Feature                           , F_score             , F_pvalue               , MI_score            , Lasso_weight          , CV_Accuracy        , ReliefF_score        , Permutation_score, F_score_norm          , MI_score_norm       , Lasso_weight_norm     , CV_Accuracy_norm    , ReliefF_score_norm  , Permutation_score_norm, MeanScore
PL_CTDD_165                       ,  49.649575633629574 , 1.073206791518452e-68  , 0.8549447761060942  , 0.08053562973583925   , 0.3142550450837269 , 0.23605582809244355  ,               0.0, 0.418322003582864     , 0.9939314546083208  , 0.025539106722729178  , 0.8202949262684329  , 0.8653205769259933  ,                    0.0, 0.5205680113513901
PL_AAIndex1_424                   ,  97.41814630333542  , 1.391706766797043e-115 , 0.49694219558458785 , 0.008839941217715792  , 0.3186668097896093 , 0.23483506838307436  ,               0.0, 0.8279608192356176    , 0.5777291038179855  , 0.0028032835022512846 , 0.8459760059985006  , 0.8609074006636499  ,                    0.0, 0.5192294355363342
PL_AAIndex1_114                   ,  99.66267970086568  , 1.857769001062286e-117 , 0.43651223565149877 , 0.0                   , 0.3245276942893946 , 0.2395516109552195   ,               0.0, 0.847208788973185     , 0.5074751650176573  , 0.0                   , 0.8800924768807799  , 0.8779582039953546  ,                    0.0, 0.5187891058111628
PL_CTDD_115                       ,  49.649575633629574 , 1.073206791518452e-68  , 0.8545230891899429  , 0.04787733869779937   , 0.3142550450837269 , 0.23605582809244355  ,               0.0, 0.418322003582864     , 0.9934412148856236  , 0.015182652282151524  , 0.8202949262684329  , 0.8653205769259933  ,                    0.0, 0.5187602289908442
PL_AAIndex1_326                   ,  90.3587800642387   , 1.586741594787267e-109 , 0.48967515253155325 , 0.07517690606260205   , 0.3186453413482181 , 0.24727274403827493  ,               0.0, 0.7674233071246148    , 0.569280671972713   , 0.02383977170495732   , 0.8458510372406896  , 0.9058709217718465  ,                    0.0, 0.5187109516358035
PL_AAIndex1_183                   , 100.44949345645443  , 4.14482373726054e-118  , 0.4895726459191567  , 0.0                   , 0.30693430656934306, 0.24831675229993933  ,               0.0, 0.853956101075263     , 0.5691615010634173  , 0.0                   , 0.7776805798550361  , 0.9096451227408877  ,                    0.0, 0.5184072174557673
PL_CTDD_95                        ,  49.649575633629574 , 1.073206791518452e-68  , 0.8582563544636841  , 0.025042875355882926  , 0.3142550450837269 , 0.23605582809244355  ,               0.0, 0.418322003582864     , 0.9977813896988654  , 0.007941487121361411  , 0.8202949262684329  , 0.8653205769259933  ,                    0.0, 0.5182767305995862
PL_AAIndex1_177                   ,  97.96024622178658  , 4.882075041986402e-116 , 0.5117034507201104  , 0.0                   , 0.2936775440103049 , 0.2645247392021151   ,               0.0, 0.8326095907070366    , 0.5948900669570523  , 0.0                   , 0.7005123719070234  , 0.9682387202425748  ,                    0.0, 0.5160417916356145
PL_AAIndex1_388                   ,  86.11545864070956  , 9.233250820005275e-106 , 0.45758133628076747 , 0.0                   , 0.33484328037784455, 0.2435952227945867   ,               0.0, 0.7310347541911941    , 0.5319694275957814  , 0.0                   , 0.9401399650087476  , 0.8925762911149298  ,                    0.0, 0.5159534063184421
PL_CTDD_40                        ,  48.52062853273958  , 2.1887189521836612e-67 , 0.8560884248348946  , 0.13346007313336428   , 0.3142550450837269 , 0.22599356792384695  ,               0.0, 0.40864073100427134   , 0.9952610240452553  , 0.04232227477646994   , 0.8202949262684329  , 0.8289444355930521  ,                    0.0, 0.515910565281247
PL_AAIndex1_67                    ,  88.1875915724765   , 1.3025977446575033e-107, 0.4402210256955086  , 0.0                   , 0.33188063546586516, 0.24792633133589156  ,               0.0, 0.748804305763362     , 0.5117868857115587  , 0.0                   , 0.9228942764308921  , 0.9082337094073438  ,                    0.0, 0.5152865295521928
PL_AAIndex1_209                   ,  89.62922391578316  , 6.933681515634009e-109 , 0.5014504457820022  , 0.0                   , 0.326041219407471  , 0.2338676952191986   ,               0.0, 0.7611670069587184    , 0.5829702513186027  , 0.0                   , 0.8889027743064233  , 0.8574102437286044  ,                    0.0, 0.5150750460520581
PL_CTDD_120                       ,  48.52062853273958  , 2.1887189521836612e-67 , 0.8567597203525241  , 0.11081854805867603   , 0.3142550450837269 , 0.22599356792384695  ,               0.0, 0.40864073100427134   , 0.996041450745268   , 0.03514229335527187   , 0.8202949262684329  , 0.8289444355930521  ,                    0.0, 0.514843972827716
PL_AAIndex1_242                   ,  96.43043055037992  , 9.464752236741145e-115 , 0.4919702121527081  , 0.0                   , 0.3157256333190211 , 0.23629297914901573  ,               0.0, 0.8194906744192718    , 0.5719488348896875  , 0.0                   , 0.8288552861784557  , 0.8661779032330639  ,                    0.0, 0.5144121164534131
PL_AAIndex1_507                   ,  83.4919942280164   , 2.1989849396673341e-103, 0.4647686155935413  , 0.0                   , 0.32307857449549165, 0.26337195135261754  ,               0.0, 0.7085372659922367    , 0.5403251286675604  , 0.0                   , 0.8716570857285679  , 0.9640712694872173  ,                    0.0, 0.514098458312597
PL_AAIndex1_461                   ,  93.06787869506846  , 7.021442628052776e-112 , 0.4883929650196661  , 0.012635029531076756  , 0.3230463718334049 , 0.22987691020459403  ,               0.0, 0.7906551505534865    , 0.5677900417771875  , 0.004006765312414322  , 0.8714696325918521  , 0.8429831312023651  ,                    0.0, 0.5128174535728843
PL_AAIndex1_86                    ,  89.96531847253142  , 3.5121117180765253e-109, 0.48455751200800545 , 0.0                   , 0.3289501932159725 , 0.22931487729051625  ,               0.0, 0.7640491818750594    , 0.563331066767919   , 0.0                   , 0.9058360409897526  , 0.8409513224065576  ,                    0.0, 0.5123612686732147
PEP_VHSE1                         ,  94.53789895782104  , 3.843104164218194e-113 , 0.5129978375136455  , 0.0                   , 0.30250107342206956, 0.2513775131239844   ,               0.0, 0.8032612920179916    , 0.5963948796472751  , 0.0                   , 0.7518745313671582  , 0.9207100988452892  ,                    0.0, 0.5120401336462858
PL_AAIndex1_353                   ,  93.03238354230507  , 7.53402496494029e-112  , 0.5405792615278044  , 0.0                   , 0.30987548303993123, 0.23417991919007067  ,               0.0, 0.7903507622886596    , 0.6284601611212681  , 0.0                   , 0.7948012996750808  , 0.8585389666101118  ,                    0.0, 0.51202519828252
PL_AAIndex1_386                   ,  91.71717966262443  , 1.0360956874362484e-110, 0.47004559479337216 , 0.0                   , 0.31865607556891373, 0.24481080888133291  ,               0.0, 0.7790722468953581    , 0.5464599759215717  , 0.0                   , 0.8459135216195952  , 0.8969707641809153  ,                    0.0, 0.5114027514362401
PL_CTDD_70                        ,  48.52062853273958  , 2.1887189521836612e-67 , 0.8571405016981823  , 0.03919727851318537   , 0.3142550450837269 , 0.22599356792384695  ,               0.0, 0.40864073100427134   , 0.9964841349599158  , 0.01243006955396409   , 0.8202949262684329  , 0.8289444355930521  ,                    0.0, 0.511132382896606
PL_AAIndex1_100                   ,  81.94435960286135  , 5.789347167308923e-102 , 0.4767722571719104  , 0.32084424504109604   , 0.3362601975096608 , 0.20745550450378744  ,               0.0, 0.6952655434762904    , 0.5542801784766545  , 0.10174472394833177   , 0.9483879030242439  , 0.7619273635129963  ,                    0.0, 0.5102676187397528
PL_AAIndex1_438                   ,  97.25867030458798  , 1.8951910993181993e-115, 0.43931671514203563 , 0.0                   , 0.3274796049806784 , 0.22372426855518437  ,               0.0, 0.8265932346850215    , 0.5107355631829565  , 0.0                   , 0.89727568107973    , 0.8207406768770084  ,                    0.0, 0.5092241926374528
PL_CTDD_85                        ,  48.52062853273958  , 2.1887189521836612e-67 , 0.8575820718498037  , 0.0011500202315830308 , 0.3142550450837269 , 0.22599356792384695  ,               0.0, 0.40864073100427134   , 0.9969974902962823  , 0.0003646893868469567 , 0.8202949262684329  , 0.8289444355930521  ,                    0.0, 0.5092070454248142
PL_AAIndex1_380                   ,  89.36440129085832  , 1.1861444716972245e-108, 0.4682398048842735  , 0.0                   , 0.3142550450837269 , 0.2530758903623767   ,               0.0, 0.7588960236550237    , 0.5443606223244398  , 0.0                   , 0.8202949262684329  , 0.9268499133030014  ,                    0.0, 0.5084002475918162
PL_AAIndex1_396                   ,  91.85930191464975  , 7.797576620707725e-111 , 0.47477926027770945 , 0.0                   , 0.3098432803778446 , 0.25025931434974064  ,               0.0, 0.780291014595152     , 0.551963184025732   , 0.0                   , 0.7946138465383654  , 0.916667691277936   ,                    0.0, 0.5072559560728643
PL_AAIndex1_76                    ,  97.20355959444906  , 2.1087485373300918e-115, 0.4689405641383373  , 0.0                   , 0.3069128381279519 , 0.2435221287937742   ,               0.0, 0.8261206334387505    , 0.5451753026221475  , 0.0                   , 0.7775556110972255  , 0.8923120485233453  ,                    0.0, 0.5068605992802449
PL_AAIndex1_212                   ,  89.7058399422286   , 5.937084932093291e-109 , 0.4563552571591516  , 0.0                   , 0.33337269214255044, 0.22223470882814803  ,               0.0, 0.7618240267919083    , 0.5305440272203759  , 0.0                   , 0.9315796050987253  , 0.8153557599451607  ,                    0.0, 0.506550569842695
PEP_PD2                           ,  93.16707717954291  , 5.766871046549376e-112 , 0.4515970096120947  , 0.006581040226486485  , 0.312805925289824  , 0.2474468275506311   ,               0.0, 0.7915058259897609    , 0.5250122407962597  , 0.002086950697996683  , 0.811859535116221   , 0.9065002521949423  ,                    0.0, 0.5061608007991968
PL_AAIndex1_354                   ,  90.73370558153255  , 7.455095106846319e-110 , 0.4526992048799001  , 0.0                   , 0.32308930871618724, 0.23643754174239065  ,               0.0, 0.7706384764861642    , 0.5262936177651697  , 0.0                   , 0.8717195701074734  , 0.866700512392433   ,                    0.0, 0.50589202945854
PL_AAIndex1_29                    ,  93.14555296711745  , 6.018453277547606e-112 , 0.4400787028394104  , 0.0013893934520628412 , 0.32743666809789607, 0.2253372520372562   ,               0.0, 0.7913212453593965    , 0.5116214257107035  , 0.00044059837575595803, 0.8970257435641087  , 0.8265717838180375  ,                    0.0, 0.5044967994713337
PL_AAIndex1_152                   ,  93.32552953905046  , 4.212057267425855e-112 , 0.42862801232734915 , 0.0                   , 0.3245384285100902 , 0.23277196467437852  ,               0.0, 0.7928646323341011    , 0.4983092191273038  , 0.0                   , 0.8801549612596851  , 0.8534490612016817  ,                    0.0, 0.5041296456537953
PL_AAIndex1_182                   ,  93.63644393560133  , 2.275773073983521e-112 , 0.47603635225149654 , 0.0                   , 0.3054422498926578 , 0.24724869487666626  ,               0.0, 0.7955308750829817    , 0.5534246389512458  , 0.0                   , 0.7689952511872031  , 0.9057839814933247  ,                    0.0, 0.5039557911191259
PL_AAIndex1_506                   ,  81.31280923159876  , 2.2193633514006908e-101, 0.44965739172617525 , 0.0                   , 0.33630313439244314, 0.23493837399886083  ,               0.0, 0.6898496906994114    , 0.5227573030732448  , 0.0                   , 0.9486378405398652  , 0.8612808614584785  ,                    0.0, 0.5037542826285
PL_AAIndex1_427                   ,  91.5508731240787   , 1.445364251655254e-110 , 0.475059923654932   , 0.0                   , 0.3363031343924431 , 0.20161895281562328  ,               0.0, 0.7776460871311017    , 0.5522894742921614  , 0.0                   , 0.9486378405398648  , 0.7408276080357646  ,                    0.0, 0.5032335016664821
PL_AAIndex1_10                    ,  93.69383968292699  , 2.0315416900103417e-112, 0.4878529637264286  , 0.0                   , 0.3157363675397166 , 0.22456856014263385  ,               0.0, 0.796023071638758     , 0.5671622535435165  , 0.0                   , 0.8289177705573607  , 0.823792880814959   ,                    0.0, 0.5026493294257657
PL_CTDC_26                        ,  87.67202129730826  , 3.741726310100047e-107 , 0.4627930099356541  , 0.017541528495285647  , 0.3289501932159725 , 0.22269966652405696  ,               0.0, 0.7443830389357233    , 0.538028352711785   , 0.005562692808019758  , 0.9058360409897526  , 0.8170366314965649  ,                    0.0, 0.501807792823641
PL_AAIndex1_35                    ,  84.06833257893882  , 6.557705200232054e-104 , 0.4413489651216027  , 0.0                   , 0.3319128381279519 , 0.23454561693740458  ,               0.0, 0.7134796487384059    , 0.513098192015568   , 0.0                   , 0.9230817295676081  , 0.859861002884196   ,                    0.0, 0.501586762200963
PL_AAIndex1_426                   ,  85.39920712275337  , 4.078250240001186e-105 , 0.5454484209569266  , 0.18535613880201704   , 0.30984328037784453, 0.2170471350519044   ,               0.0, 0.7248925477275803    , 0.634120890152387   , 0.058779328181885554  , 0.7946138465383652  , 0.7966021286836052  ,                    0.0, 0.5015014568806372
PL_AAIndex1_298                   ,  97.24277997698236  , 1.9544388929207613e-115, 0.4688744662690798  , 0.0                   , 0.311356805495921  , 0.2260268588091193   ,               0.0, 0.8264569673676321    , 0.5450984593532328  , 0.0                   , 0.8034241439640089  , 0.8290647856861202  ,                    0.0, 0.5006740593951656
PEP_F1                            , 100.16166429791849  , 7.169588762826649e-118 , 0.4708084102815575  , 0.006734485034627143  , 0.29075783598110777, 0.250635973505039    ,               0.0, 0.8514878255133198    , 0.5473468008124412  , 0.0021356104445462163 , 0.6835166208447887  , 0.9180293542083223  ,                    0.0, 0.5004193686372364
PL_AAIndex1_476                   ,  88.96343757400524  , 2.678481386550491e-108 , 0.4984208713546643  , 0.0                   , 0.308383426363246  , 0.24051804855617767  ,               0.0, 0.7554575640195633    , 0.5794481649785671  , 0.0                   , 0.7861159710072481  , 0.8814519787708905  ,                    0.0, 0.5004122797960449
PL_AAIndex1_9                     ,  92.0549341649276   , 5.2748854073168114e-111, 0.4996659687749623  , 0.0                   , 0.306934306569343  , 0.2350363025700962   ,               0.0, 0.7819686566552717    , 0.5808956754197938  , 0.0                   , 0.7776805798550359  , 0.8616348836650308  ,                    0.0, 0.5003632992658554
