Feature,MI_score
PL_AAIndex1_343,0.46984087802295926
PL_CTDC_17,0.469778111135025
PL_AAIndex1_240,0.4695949622568718
PL_AAIndex1_76,0.4689405641383373
PL_AAIndex1_530,0.46888945740861887
PL_AAIndex1_298,0.4688744662690798
PL_AAIndex1_425,0.4688730391057647
PL_AAIndex1_380,0.4682398048842735
Z1,0.4680257035306421
PL_AAIndex1_241,0.46678584845177173
PL_AAIndex1_463,0.4664745242069279
PL_AAIndex1_53,0.46561774500501807
PL_AAIndex1_507,0.4647686155935413
PL_AAIndex1_522,0.4638192078991157
PL_AAIndex1_449,0.46366970741453484
PL_AAIndex1_320,0.4632063841521794
PL_PAAC_11,0.46307673676995487
PL_CTDC_26,0.4628229778699646
PL_PAAC_14,0.46207459693578334
PL_AAIndex1_65,0.4620698481330612
PL_AAIndex1_367,0.46166979530073116
PL_AAIndex1_517,0.4616539370152788
PL_AAIndex1_238,0.46105671466887976
PL_AAIndex1_485,0.4604660596161563
GGF,0.45955135928888646
PL_AAIndex1_142,0.4593616542522141
PL_AAIndex1_275,0.4592195493797413
FI,0.4590732924676981
PL_AAIndex1_199,0.4589349311975206
T4,0.458781241396375
PL_AAIndex1_101,0.458767220406779
PL_AAIndex1_112,0.4584684945983071
PL_AAIndex1_233,0.4584253652168391
PL_AAIndex1_405,0.4575885757557798
PL_AAIndex1_388,0.45758133628076747
PL_AAIndex1_212,0.4563552571591516
PL_AAIndex1_519,0.45529923921523086
FFG,0.45464918846336566
PL_AAIndex1_354,0.4526992048799001
PL_AAIndex1_509,0.45266752219798256
PL_AAIndex1_3,0.4523789432778762
PD2,0.4515970096120947
PL_AAIndex1_524,0.4502349845972158
PL_AAIndex1_506,0.44965739172617525
PL_AAIndex1_169,0.44949150443004626
PL_AAIndex1_7,0.44944566013799125
PL_CTDD_35,0.4490116125841963
PL_AAIndex1_130,0.448764808938777
PL_PAAC_16,0.4480411573905947
PL_CTDD_65,0.44767481913824536
PL_AAIndex1_364,0.4471217941138077
PL_AAIndex1_278,0.4463882748725494
PL_AAIndex1_171,0.44554226985977774
PL_APAAC_20,0.4449790144850154
E1,0.44496612354849274
GD.1,0.44261266206793204
PL_AAIndex1_402,0.44252990119318225
RY,0.44237572346423226
PL_AAIndex1_211,0.44221896656790083
PL_AAIndex1_35,0.44149299760971106
PL_AAIndex1_525,0.44125748441451895
PL_AAIndex1_29,0.44090221607992586
PL_AAIndex1_484,0.4408172904640444
PL_AAIndex1_67,0.4402210256955086
PL_AAIndex1_523,0.43951380519872085
PL_AAIndex1_438,0.43931671514203563
PL_APAAC_4,0.4391771134775144
PL_CTDT_17,0.438726693816903
PL_AAIndex1_408,0.43773621256248996
PL_AAIndex1_14,0.43757860927492764
FG,0.43719214004023543
PL_AAIndex1_508,0.4369838087892486
KF4,0.4369838087892486
PL_AAIndex1_460,0.43690560845691007
PL_AAIndex1_114,0.43651223565149877
PL_AAIndex1_68,0.43638895207847916
PL_AAIndex1_389,0.43601424901885233
PL_AAIndex1_197,0.43549774491315274
PL_AAIndex1_218,0.43405698047124375
PL_AAIndex1_54,0.4331977874701902
PL_AAIndex1_5,0.43254823393716846
PL_AAIndex1_510,0.43241766064447207
PL_AAIndex1_11,0.43239590669798966
PL_AAIndex1_314,0.4323795457731827
PL_AAIndex1_119,0.4315861126985845
PL_AAIndex1_401,0.4300098470441829
PL_AAIndex1_243,0.429969057659624
PL_ATC_atoms_3,0.4291968112255313
PL_AAIndex1_186,0.4291113592960367
PL_AAIndex1_140,0.42903609636521356
PL_AAIndex1_152,0.42862801232734915
PL_AAIndex1_342,0.4285584165130776
GF.1,0.42807349692176544
PL_AAIndex1_217,0.4267568677818221
PL_AAIndex1_2,0.42664731715771254
PL_QSO_Grantham_1,0.4259893641466874
PL_AAIndex1_296,0.42513330703170116
WE,0.42502194295746154
PL_CTDC_15,0.42416778599528415
PL_CTDC_37,0.42392483358876776
PL_AAIndex1_122,0.4229323090665784
PL_AAIndex1_478,0.4225378434550544
PL_AAIndex1_194,0.42197890964516516
PL_AAIndex1_126,0.4216838088662036
PL_AAIndex1_482,0.4207820680443821
PL_AAIndex1_168,0.4207277587324971
PL_AAIndex1_239,0.420618076023469
PL_AAIndex1_443,0.41914269023421413
PL_AAIndex1_246,0.4177566338699821
PL_AAIndex1_128,0.4175693609973856
PL_AAIndex1_520,0.4172817576141572
PL_AAIndex1_163,0.4168644437310558
PL_APAAC_24,0.41673780875633293
PL_AAIndex1_105,0.415214317842985
PL_AAIndex1_462,0.4143936084617592
PL_AAIndex1_454,0.4141501886551904
PL_CTDD_175,0.4139434672375337
PL_AAIndex1_19,0.4132349259014032
PL_AAIndex1_319,0.41283190138993486
PL_CTDC_24,0.41209677915277787
PL_AAIndex1_499,0.41197905284654013
PL_CTDC_14,0.41159989003872166
PL_AAIndex1_125,0.41145490497083603
PL_AAIndex1_190,0.41138809469016246
PL_CTDD_54,0.41049040046717566
PL_AAIndex1_113,0.41010185579157543
EY,0.41005719366538695
PL_CTDC_36,0.4098689166618006
PL_AAIndex1_151,0.40969067631476364
PL_CTDC_0,0.4095309634873123
PL_AAIndex1_512,0.4092241748199532
PL_AAIndex1_38,0.40894043830313276
PL_AAIndex1_511,0.40887403540174505
FL,0.4088276258495833
PL_AAIndex1_407,0.40868017137628865
PL_AAIndex1_502,0.40861583163987714
PL_PAAC_6,0.40853397210829634
NP,0.4077822082988458
PL_CTDD_164,0.4076311257158416
PL_CTDD_150,0.407158311890333
EP,0.40706433302462175
FGG,0.406554694075405
PL_AAIndex1_138,0.40633972312586586
PL_AAIndex1_225,0.4057456906483754
FSF,0.40515484334708196
PL_QSO_Grantham_3,0.40458214178452456
PL_AAIndex1_274,0.40457829780350485
HGD,0.4037743555616986
PL_AAIndex1_208,0.4035656171408317
PL_CTDT_36,0.40339555716946496
PL_CTDT_26,0.40337480208465415
PL_AAIndex1_180,0.4029194350187364
PL_AAIndex1_477,0.4028415243455954
PL_AAIndex1_166,0.401516392488773
PL_AAIndex1_193,0.40126627286989347
DG.1,0.40055478678854595
PL_AAIndex1_46,0.39975491250170947
YF,0.3994614865270738
PL_AAIndex1_13,0.39944516127447605
DFF,0.3981016615630173
DFG,0.39777334648067075
FF,0.3976254686899101
HFD,0.39759199861005
PI,0.39702572701985117
PL_CTDC_31,0.39614074362144924
PL_AAIndex1_234,0.39575418753319935
PL_AAIndex1_75,0.39476300399080166
PL_AAIndex1_316,0.3940480639720745
PL_AAIndex1_450,0.39377166226509175
IF,0.3925288972345604
PL_CTDT_8,0.39245145201356646
FGD,0.39241474112561603
PL_AAIndex1_220,0.3923902224768976
PL_AAIndex1_362,0.3923775844943016
PL_AAIndex1_403,0.39183414712370945
PL_AAIndex1_192,0.3917385119608805
PL_AAIndex1_331,0.39169593483164933
PL_AAIndex1_141,0.3916462262624498
YG,0.3914624748489537
AI,0.3914514843278516
LC,0.3913316447746378
PL_CTDD_110,0.39127345331539276
PL_AAIndex1_178,0.39060287740609745
PL_CTDD_160,0.39026761717486336
PL_AAIndex1_39,0.389137524252277
VHSE7,0.3879558095436293
PL_AAIndex1_198,0.387451378830181
DK,0.3871292839353222
RP,0.38698671483037517
PL_ATC_atoms_1,0.3869367641316783
PL_AAIndex1_430,0.386381196486572
YL,0.3862754998408393
GDF,0.38623313860183917
FGF,0.3859430044868142
PL_AAIndex1_12,0.3849306115438518
PL_AAIndex1_521,0.3845795527796594
PP1,0.3843831602465051
PL_AAIndex1_44,0.3840603688783255
PL_CTDD_134,0.3832074593069037
PL_CTDD_34,0.3825201883519904
PL_AAIndex1_58,0.38237677835413164
PL_AAIndex1_325,0.3823399869434456
PL_AAIndex1_52,0.3805407885525147
PL_AAIndex1_277,0.3802959859086923
PL_AAIndex1_357,0.3802875253919775
PL_CTDD_79,0.37980296946498315
PL_AAIndex1_360,0.3796568804766993
PL_AAIndex1_339,0.37899808167588445
PL_AAIndex1_107,0.3789209327071048
PL_CTDT_5,0.3786552259798053
PL_CTDD_100,0.3782288842530104
DF,0.3777541562125397
PL_AAIndex1_379,0.3775839729769417
PL_AAIndex1_195,0.37722131934368
YE,0.37719249348644146
VH,0.37621686719577463
PL_CTDD_189,0.3761825276217663
PL_CTDD_10,0.3759370348528597
PL_AAIndex1_40,0.375524596325012
PL_AAIndex1_191,0.37503802476880965
FSH,0.37456132340715076
E,0.37411313782728506
PL_AAIndex1_226,0.3734673670729758
SVGER4,0.3723960683940626
DHD,0.37234289217637384
Turn,0.37230021706584404
PL_CTDD_139,0.37225909450738826
PL_AAIndex1_33,0.37199633806789345
PL_AAIndex1_351,0.37178102547957437
PL_CTDD_179,0.371467722073763
LY,0.3709706404978266
YC,0.37004631948497835
RI,0.3700301734028302
PL_CTDD_129,0.3697495789460912
NC,0.36966895313896275
PL_AAIndex1_373,0.3694915548658746
PL_CTDD_64,0.36942749697165667
PL_AAIndex1_245,0.36878565594259394
PL_AAIndex1_309,0.368194415537213
PL_AAIndex1_253,0.36809615355589687
PL_AAIndex1_160,0.36809615355589687
PL_AAIndex1_85,0.3675659592692817
PL_AAIndex1_95,0.36754327760834515
PL_AAIndex1_500,0.3674900683272977
PL_CTDD_19,0.3674447233144851
PL_AAIndex1_173,0.36741953407883887
PL_CTDC_9,0.3673298929216924
PL_AAIndex1_1,0.36732849345270324
PL_AAIndex1_121,0.3671145066422721
PL_AAIndex1_120,0.3661956577356955
EQ,0.365567797301964
CY,0.3650717255619593
DA,0.3649725042352512
GK,0.3648882099833388
PL_AAIndex1_164,0.3640584752967593
PL_CTDD_109,0.36403846563534614
PL_CTDC_12,0.3639324562347044
PA,0.3635668334175888
PL_AAIndex1_215,0.36317861802855145
PL_AAIndex1_299,0.3630967354265824
PL_AAIndex1_287,0.3630660425272514
PL_CTDT_24,0.3630366580474105
PL_AAIndex1_205,0.36265655619113923
FF.1,0.3624405504832411
QE,0.36232208382961817
VW,0.36152992781920457
MD,0.36132337226772426
GHF,0.360752345551401
EF,0.3607070796673524
BLOSUM2,0.3600725985900395
PL_AAIndex1_374,0.35940672304935894
GH,0.35901182158057177
FV,0.3589632556852007
PL_AAIndex1_131,0.3588969997069502
PL_AAIndex1_404,0.35889343773165105
PL_AAIndex1_224,0.35887727987062235
VK,0.35886021389678513
PL_CTDD_78,0.3586063536096571
MK,0.35855684417857736
DM,0.3583752564834306
VF,0.3576491389964169
PL_CTDD_188,0.3575766579572148
AC,0.3573646947044091
YY,0.3572911890629231
PL_AAIndex1_27,0.3563983676752476
ET,0.3563286793478766
FY,0.35632416088061225
HGF,0.3561239129515368
PL_AAIndex1_276,0.3559344624318168
FT,0.35494923949742185
VE,0.3547926957423644
IG,0.354453230358609
TQ,0.3543056051393232
DDD,0.35315945341362776
MSWHIM2,0.3528677638325508
IP,0.35273695700272034
ML,0.35153262269940333
LH,0.3511946829433876
PL_AAIndex1_50,0.3500018174804862
FH,0.3498522691130046
SDF,0.349836226710325
FD,0.3496950095835878
PL_AAIndex1_420,0.349221271608116
PL_CTDD_133,0.3488572951216966
HHD,0.34885094729193034
PL_AAIndex1_157,0.3487734194625922
NV,0.34852343649734063
PL_AAIndex1_103,0.3483765439597297
RD,0.3477544041385001
PL_CTDD_170,0.3472677497073957
QR,0.34722156404409343
FDD,0.3471379999515576
PL_AAIndex1_382,0.34700061420315187
IC,0.34695697396639025
VHSE4,0.34689509924979234
PF,0.3465051616774648
MSWHIM1,0.34644194306519527
TE,0.34634638326417333
PL_CTDT_10,0.3463409562523405
PL_CTDD_4,0.3462404731452313
LD,0.3453503436345673
CF,0.3452068614794004
PL_QSO_SW_4,0.345193924077869
PL_CTDD_104,0.3451520835813855
HP,0.34470043235342995
WL,0.3445627781274805
IV,0.3442132763165726
PL_APAAC_22,0.3439144095180757
DGF,0.3439067373027207
PL_AAIndex1_60,0.3437786177372044
PL_AAIndex1_371,0.3436972030835772
PL_CTDT_16,0.34297519956830724
SFD,0.3428831499732836
FA,0.34272067909266957
PL_AAIndex1_467,0.3426201577484549
PL_AAIndex1_352,0.3425318641864439
FG.1,0.3424696138454868
DD,0.34246311080977554
HR,0.34245051661531667
NL,0.3423858006967704
D,0.34233786008950284
FDH,0.3423097649364215
FFS,0.3419073231565255
AK,0.341585841608516
FFD,0.3415045293648151
LF,0.3408444110012603
FDG,0.3407518653923871
PL_QSO_Grantham_2,0.3406776749021363
YD,0.3406104119164439
TR,0.3403761134421135
DDS,0.3402803695154737
PL_AAIndex1_161,0.3401332414158227
DGS,0.3398162621676897
FFH,0.3394955114401377
PD,0.3393560047363011
FK,0.33923792437569267
HDD,0.33875986135030267
PL_APAAC_21,0.33870091222958454
PL_AAIndex1_381,0.33842983417500916
PL_Moran_0,0.33817530564427445
WA,0.33815529380529963
EC,0.338034858448093
GFD,0.3379128748322122
LM,0.3377163364695055
PL_AAIndex1_288,0.33751114974212504
PL_AAIndex1_290,0.3375033209394731
IE,0.3370133757376461
PL_CTDD_84,0.33699727395712875
GM,0.33679794865061696
PL_CKSAAP_182,0.33635797791386635
PL_AAIndex1_356,0.33611814266701723
CV,0.3357857351974114
PK,0.3356914920306986
DE,0.33568472450215037
VM,0.33544955820946853
HDF,0.33540025299378984
HV,0.3352039491336196
RW,0.3349581619667461
AR,0.33494641626203725
PL_AAIndex1_221,0.3347579749420251
DF.1,0.3345947100787705
PL_CTDC_2,0.3344585704660221
PL_AAIndex1_106,0.33443077577178215
PV,0.33421216906217976
AY,0.3340450145988907
IL,0.33399004858749937
DHS,0.33371163840997253
CI,0.33337012550176137
IY,0.33298136808516876
PL_AAIndex1_327,0.33282677748216205
PL_AAIndex1_345,0.33282517038600856
PL_CTDD_50,0.33257676582727225
PL_AAIndex1_91,0.33238640933487895
PL_AAIndex1_109,0.33223341615189383
FD.1,0.3319082697213078
HG,0.33188219855188406
VSTPV3,0.331744885225723
SV3,0.33074448204208196
PC,0.33073460832558066
HF,0.33067228498819556
PL_AAIndex1_293,0.3306290499376683
ND,0.3305623939523432
PL_AAIndex1_397,0.3304944562539003
YM,0.330364457443729
PL_AAIndex1_227,0.33023277451800315
GE,0.33019955398624923
WV,0.3301402888643903
SGF,0.33012515099087913
PL_AAIndex1_317,0.3300897408864589
DHH,0.329864447521667
DHF,0.32938856782663306
DDG,0.3293704828664268
DSF,0.32917312779118557
PL_AAIndex1_418,0.3291462341424891
FQ,0.3284625497710558
KS,0.32812858187844895
CK,0.32796840091270063
PL_AAIndex1_254,0.327906751645604
SHF,0.3278704308411493
PL_AAIndex1_358,0.3275779564418331
PL_AAIndex1_167,0.3275580882076823
PL_AAIndex1_289,0.3271452322113877
PL_AAIndex1_69,0.3265842732735025
PL_AAIndex1_291,0.32625838179540523
PL_AAIndex1_248,0.3261130923040003
PR,0.3261042567788177
PL_AAIndex1_267,0.32550298458243665
KN,0.3254864567279663
GQ,0.3253783758131865
SVGER8,0.32530534581131665
DH,0.3252928985623065
PL_Geary_0,0.3244738125464104
PL_AAIndex1_494,0.3244265160936428
CS,0.3242175486303833
EH,0.32406635688301133
PL_AAIndex1_302,0.3238770860789999
PL_AAIndex1_256,0.3237017262701083
QV,0.3233955468059069
PL_AAIndex1_6,0.3230151913006538
GFG,0.32266477281859185
CG,0.3225455937799562
YP,0.3224981831534506
DT,0.3224474495151086
FSD,0.3222906200237219
SHD,0.3218936720681622
NG,0.3216138430439117
DG,0.32156391971173015
YS,0.3213722193880608
DP,0.32111037696845157
PL_AAIndex1_465,0.32075343756546104
PL_AAIndex1_36,0.32046292631249473
NF,0.32041369937015407
SVGER9,0.32020352051232415
PL_AAIndex1_23,0.3201981347734635
QN,0.3200470967767859
PL_CTDD_49,0.31967476601463174
EI,0.3195817991551744
TK,0.3194397230791979
HSF,0.31942576224214214
GFF,0.31907453025406163
PL_CTDD_163,0.3190161279125965
PL_CKSAAP_343,0.318806044160302
PP2,0.3187260424903351
PL_AAIndex1_282,0.31840020766627486
NY,0.3182896073410495
PL_AAIndex1_255,0.3182448220704468
FS,0.3182115727918351
SV1,0.3181450090446143
SSF,0.31786981913213097
PL_AAIndex1_72,0.31785031691363663
HFH,0.3176575067919645
PP,0.31760672602819895
PL_AAIndex1_270,0.317385322115578
PL_CTDT_38,0.3169283803591205
CC,0.3164921716603879
DSH,0.3164411678693506
SH,0.31620195926798766
KP,0.3161068712252466
KT,0.31567759295710207
GL,0.31539920170600455
VY,0.31513205323783966
PL_CKSAAP_49,0.3150646087313329
SY,0.3150556283013599
PN,0.31502612035979416
PE,0.3150205618867976
PL_CTDD_194,0.3147869511692134
PL_QSO_SW_9,0.3143886193836125
PL_CTDD_14,0.3141755550100953
LN,0.31413056360991787
PL_CTDD_33,0.31388234528839476
CN,0.31380038259503085
IM,0.3135662977358038
EK,0.3134217377780133
SL,0.31332901071928543
PL_AAIndex1_359,0.3133140890766124
IN,0.31315761958460353
DGH,0.3131368603518605
PL_CTDD_39,0.31291528353302756
SQ,0.3127491079721172
PL_AAIndex1_231,0.3126910565112384
WR,0.31268507348930186
DV,0.3126542293373502
HHF,0.3126139233086298
PL_CTDD_63,0.31236273234314815
Z2,0.3122002419380019
PL_AAIndex1_174,0.31185899258939065
CT,0.3117997478996948
WD,0.31178240123049816
PL_AAIndex1_268,0.31167530711934077
FHD,0.3113972227066246
GN,0.31129658139947214
GC,0.31078136489941555
AF,0.3105253241597139
CA,0.3104156918690264
FN,0.3103938628621963
FGH,0.31035423792584327
PL_QSO_Grantham_4,0.3101589630767907
QK,0.310038420849871
DGD,0.3098071217596141
SG,0.3096266260412279
YW,0.30939146439051735
GV,0.3093251641503132
WI,0.30928217106138334
WT,0.3091435407191203
DL,0.3091004501832457
PL_QSO_SW_3,0.30889455019986656
NS,0.30875773242129023
NI,0.30868973038191116
GDD,0.30840849191322883
GDG,0.30840111061343256
PL_AAIndex1_390,0.3083494403171363
HHH,0.3081426159120251
MS,0.30793309794670787
IK,0.3078453587741681
WP,0.3078028505222874
SD,0.3074546706919765
DSD,0.3072885783207595
GT,0.3071948172287189
AV,0.3071592696732637
FDS,0.30711429123456035
KW,0.3068140188434314
PL_CTDC_20,0.3066246875867771
KE,0.30632357865210214
PL_CTDT_9,0.3059937898226148
GF,0.3057290710986371
PY,0.30557658730058845
PL_AAIndex1_244,0.3054170833657639
PL_CTDD_154,0.3050149946973626
ES,0.30491564433025387
ED,0.3048999337161935
YT,0.3048807567271714
NE,0.30477977861123895
PL_ATC_atoms_0,0.3047153532834268
PL_AAIndex1_4,0.30435866017897295
PL_AAIndex1_464,0.304009883528483
FE,0.3039084884969059
AQ,0.30334951202677596
KL,0.30317540819143707
KF,0.302913975806276
MT,0.30256711192180274
PL_AAIndex1_271,0.30255058725579564
QF,0.3020109757301017
KF3,0.30196193641492775
LT,0.30187334927609566
MR,0.30179796986698637
SVGER5,0.3017905834353005
EW,0.30178712867735813
PL_CKSAAP_160,0.3017529866702793
PL_AAIndex1_392,0.30173148745694345
HFS,0.3013006282825801
PL_PAAC_20,0.30118219580826633
PL_AAIndex1_269,0.3011365751946462
DFS,0.30094200404398785
PL_CTDD_132,0.3008537534964648
IQ,0.3006403829390094
PL_AAIndex1_145,0.3005109687755185
PL_AAIndex1_398,0.3003620959034632
FC,0.3003305960311433
VC,0.2999763052803237
GA,0.2998842074815262
CH,0.2997748201717272
DR,0.2997498848299487
DGG,0.2996570769590443
EL,0.2994729148755999
DSS,0.2993820489269008
LW,0.29928205487671633
DDF,0.29911452151187534
VG,0.2989626348253007
SFS,0.29885850701145555
LE,0.29883447399275687
DN,0.2987951836626501
ID,0.2986932286959534
PL_AAIndex1_304,0.29826534308686137
SK,0.2982453977656214
KQ,0.29795638682476344
EM,0.2977184232950285
AS,0.297269069248677
SFF,0.29726068654939786
PL_CTDD_48,0.2972455548672519
TH,0.2971454249821539
CL,0.2968333365506619
TP,0.2967892807767427
KA,0.2967281160248598
PL_CKSAAP_117,0.29665518824206494
PL_AAIndex1_236,0.2966059477919303
AM,0.296445760257825
ST4,0.2964177366789138
QL,0.29617424975581796
PL_AAIndex1_406,0.29587531430327907
F,0.29568601023159014
RC,0.2953842958220618
F6,0.29496921463774184
PL_CKSAAP_169,0.2947554516605
PL_CKSAAP_116,0.29456911900418925
PL_CTDD_77,0.2943503744842091
EG,0.2942408964956247
PL_CTDD_187,0.294140036220194
PL_CTDD_144,0.29384545940121143
PL_AAIndex1_546,0.2938098782732048
PL_AAIndex1_16,0.29377469593663896
LG,0.29361655748687143
PL_CKSAAP_348,0.2933878126196334
DI,0.2933717059717753
SI,0.29317357041987124
RF,0.2931500921459498
GDS,0.29314722383230185
HFF,0.29292384869418164
PL_AAIndex1_219,0.29266034680711694
PL_AAIndex1_272,0.2925141535744502
IH,0.2924031178775608
PL_AAIndex1_335,0.29235522726308494
PL_AAIndex1_421,0.2923368764538945
PL_MoreauBroto_0,0.29205047757656777
CE,0.29191478013716265
PL_CTDD_114,0.2917374017170258
VI,0.29156943203992247
GP,0.29140057322584667
PL_CTDD_69,0.29137298339859896
PL_AAIndex1_265,0.29113194347992266
FSS,0.29093861713159486
PL_CKSAAP_143,0.2908108365752624
PL_AAIndex1_45,0.290777113173442
PL_CKSAAP_323,0.2904193105341015
SN,0.2898627522239141
PL_QSO_SW_7,0.2896240492766293
EN,0.28945114714591647
GHH,0.2892715047796246
GR,0.2892424225122472
WF,0.28903312572747275
CP,0.2886414260274801
SV2,0.2884548473527997
DD.1,0.2883993951429207
HE,0.28831919015311236
