Feature,F_score,p_value
PL_AAIndex1_401,78.28212203143981,1.5117896042450268e-98
PL_AAIndex1_449,78.27645456848018,1.530527313442236e-98
PL_AAIndex1_181,78.19087956271136,1.8434959049018982e-98
PL_CTDC_31,78.13437004121413,2.084604058121848e-98
PL_AAIndex1_240,78.08094284872251,2.341591290104046e-98
PL_AAIndex1_485,78.02706638748103,2.632938457172612e-98
MSWHIM2,77.80179684626472,4.301104375565934e-98
PL_AAIndex1_511,77.79659411075738,4.3501698188587373e-98
PL_AAIndex1_523,77.57605218132946,7.038481297906806e-98
GD.1,77.43719757703509,9.532393112375227e-98
PL_CTDT_8,76.99907327975228,2.486558306309807e-97
PL_CTDT_5,76.8987345251363,3.0983281030764806e-97
PL_AAIndex1_19,76.74339451225109,4.3565550788052236e-97
PL_AAIndex1_178,76.44031196948801,8.479393476760398e-97
PL_AAIndex1_278,76.19241459167715,1.4633500782552112e-96
PL_AAIndex1_142,76.05560595476345,1.9783234326694355e-96
PL_AAIndex1_54,75.67476714045391,4.586054925090792e-96
PL_AAIndex1_482,75.4887107921715,6.920808539469259e-96
PL_AAIndex1_169,75.34156532594231,9.586324271937686e-96
VHSE5,75.14396036067787,1.4855370431093014e-95
PL_AAIndex1_342,74.79218905587815,3.24442589883604e-95
PL_AAIndex1_437,74.70158127594436,3.968700380427277e-95
PL_AAIndex1_404,74.69435213480881,4.0330404168235156e-95
PL_AAIndex1_220,74.56922869879008,5.328072112140763e-95
PL_CTDC_36,74.3792215332478,8.135997887120046e-95
PL_AAIndex1_520,74.28478910256645,1.0043012766363358e-94
PL_AAIndex1_243,74.26260369523416,1.0552557717745531e-94
PL_APAAC_20,74.1759831864667,1.28028800569856e-94
PL_AAIndex1_112,73.58525327200906,4.798487311660436e-94
PL_CTDT_17,73.5745382987856,4.915105521346731e-94
PL_AAIndex1_101,73.45980522181179,6.356889929471764e-94
PL_AAIndex1_275,73.23183021743954,1.0603962885942562e-93
PL_AAIndex1_179,73.16770203337053,1.2247260908252862e-93
PL_APAAC_24,73.10481104367265,1.4106796868180682e-93
PL_AAIndex1_402,72.83450539132987,2.5916241565727204e-93
PL_CTDT_15,72.69974295719761,3.5110695263823003e-93
FGG,72.1304469301638,1.2700226278864768e-92
PL_AAIndex1_33,72.12794529748237,1.2772319187076792e-92
PL_AAIndex1_502,72.09529267773499,1.3751833363614045e-92
PP1,72.09322474123707,1.3816345806079836e-92
PL_AAIndex1_7,71.76505458575863,2.906098287717556e-92
PL_AAIndex1_186,71.72116168574192,3.210364097682956e-92
PL_AAIndex1_40,71.58933787159373,4.3301760340505586e-92
PL_AAIndex1_239,71.48031624370996,5.5470892259258926e-92
PL_AAIndex1_171,71.4145775232907,6.44110288770644e-92
PL_AAIndex1_407,70.57606651310729,4.35738780613954e-91
PL_AAIndex1_343,70.54668453105121,4.66019659070698e-91
PL_AAIndex1_319,70.13470632834046,1.1971038057941217e-90
PL_AAIndex1_138,70.03761192760626,1.4957594991784886e-90
PL_AAIndex1_521,69.88826235889081,2.107534590773301e-90
PL_AAIndex1_198,69.86311796353228,2.2328543271678634e-90
PL_AAIndex1_180,69.64786188721999,3.6625923836152016e-90
PL_AAIndex1_218,69.58957864059104,4.188292225157789e-90
PL_AAIndex1_38,69.23002845525751,9.591391448103182e-90
PL_AAIndex1_408,69.21835216336197,9.853311174162632e-90
PL_AAIndex1_316,68.78441222936485,2.6858654084492525e-89
PL_AAIndex1_193,68.77308575249238,2.7572029103611094e-89
PL_AAIndex1_11,68.63439694135161,3.801360587842611e-89
DG.1,68.56216460438543,4.4939753341533004e-89
PL_AAIndex1_499,68.17933666672128,1.092676788553741e-88
PL_CTDT_36,67.44354045408511,6.066836401208372e-88
PL_AAIndex1_75,67.01008881248002,1.6721979407921082e-87
PL_ATC_atoms_3,66.99549074415098,1.7303746098143355e-87
PL_CTDC_17,66.90719189479185,2.128185664898861e-87
PL_AAIndex1_53,66.88657025427672,2.2336021688487246e-87
PL_AAIndex1_454,66.32772767801613,8.301211724468619e-87
PL_AAIndex1_205,66.15747800931175,1.2395666149940166e-86
PL_AAIndex1_166,65.78962303076311,2.9526223396092343e-86
PL_AAIndex1_477,65.72046237658515,3.4768328170475804e-86
GF.1,65.69317608112891,3.708477664785782e-86
PL_AAIndex1_381,65.60476843629885,4.570783394673963e-86
PL_AAIndex1_168,65.41922016516847,7.091384471133213e-86
PL_CTDT_24,65.30039513318077,9.397461642731345e-86
PL_AAIndex1_199,65.23129393320993,1.107050021736341e-85
PL_AAIndex1_211,64.84900919355519,2.744376860924068e-85
PL_AAIndex1_163,64.5748579866229,5.27040249893717e-85
GGF,64.38329307643818,8.321361210988813e-85
PL_AAIndex1_12,64.16470571154109,1.402329974927955e-84
PL_AAIndex1_224,63.9340754893956,2.4342814663650753e-84
SVGER8,63.90469343982527,2.6116402304744687e-84
PL_CTDC_0,63.73676875891049,3.9047367090786495e-84
PL_AAIndex1_191,63.50809709780203,6.757602296044252e-84
PL_AAIndex1_314,62.94830745468177,2.5973723812078513e-83
VHSE7,62.52321829578389,7.246370524951169e-83
PL_AAIndex1_276,62.41327099178349,9.453401801939173e-83
PL_AAIndex1_5,62.12617403039127,1.8946338637491046e-82
PL_CTDC_24,61.96625272411248,2.7924190105772257e-82
PL_CTDC_14,61.96625272411248,2.7924190105772257e-82
PL_AAIndex1_443,61.8874408981535,3.3811830739298995e-82
SVGER4,61.52080123622113,8.245488389793395e-82
E,61.44136113345604,1.0005380668251488e-81
PL_AAIndex1_274,61.42573226805323,1.0393662039170088e-81
PL_CTDC_8,61.11465525405322,2.2195534142031503e-81
PL_AAIndex1_13,60.903257774650676,3.720488023880193e-81
PL_AAIndex1_296,60.23108219230615,1.932756380514695e-80
PL_AAIndex1_14,60.17833239210952,2.200287767461727e-80
PL_AAIndex1_225,60.00873086468296,3.339245884994948e-80
T4,59.954770919329405,3.81359949910986e-80
PL_AAIndex1_58,59.937250143565294,3.981720395571077e-80
PL_AAIndex1_39,59.74406277502593,6.409307477110054e-80
PL_AAIndex1_107,59.60346794946579,9.066733934573897e-80
PL_AAIndex1_85,59.53145478163156,1.0830997159026617e-79
PL_AAIndex1_405,59.51695401992794,1.1225922610825196e-79
PL_AAIndex1_277,59.38328526501088,1.5619706434120143e-79
PL_AAIndex1_450,58.96618016326581,4.38729681531695e-79
PL_AAIndex1_246,58.58462043823483,1.1315930297106208e-78
PL_AAIndex1_351,58.15199965963232,3.323808432518934e-78
PL_QSO_SW_4,58.07790183230528,3.9988256453305507e-78
PL_AAIndex1_125,58.030337068295296,4.5029713429753595e-78
PL_AAIndex1_190,58.0153691937388,4.674445676919451e-78
PL_QSO_Grantham_3,57.94337167388023,5.59535897356899e-78
PL_AAIndex1_325,57.86513133130927,6.803685251930117e-78
PL_AAIndex1_467,57.7782093340238,8.455512471987395e-78
FG.1,57.69282064031902,1.0469574661493563e-77
PL_AAIndex1_192,57.27790032992215,2.962356726558317e-77
PL_AAIndex1_373,57.20855481931975,3.525863807266398e-77
PL_CTDT_38,57.03653382897502,5.432979822490844e-77
PL_AAIndex1_120,56.517038758748484,2.0116312102449485e-76
SVGER5,56.48947599159241,2.1566150513212014e-76
PL_AAIndex1_91,56.19292337430048,4.5640520246641734e-76
PL_CTDC_12,56.177990886420126,4.739837982601971e-76
PL_AAIndex1_141,55.98727245795378,7.683332788356773e-76
PL_AAIndex1_287,55.45373336390763,2.978584425467527e-75
PL_AAIndex1_44,55.182455842758266,5.944403624121362e-75
PL_AAIndex1_105,54.70561585710314,2.00947030664357e-74
PL_AAIndex1_494,54.17983700147768,7.736322020508063e-74
PL_AAIndex1_167,54.13149873925637,8.759411048685144e-74
PL_AAIndex1_379,54.03991435412371,1.1084778869984601e-73
Turn,53.99455605422021,1.245646196318904e-73
PL_AAIndex1_418,53.9011617955201,1.584074229597214e-73
PL_AAIndex1_466,53.593082943294135,3.504417827854178e-73
PL_AAIndex1_317,53.483145833545564,4.654413784165666e-73
PL_AAIndex1_122,53.47915462073281,4.702636490687402e-73
PL_ATC_atoms_1,53.42548149991578,5.401975228495457e-73
PL_AAIndex1_253,53.26214816207739,8.240090639123561e-73
PL_AAIndex1_160,53.26214816207739,8.240090639123561e-73
PL_AAIndex1_430,53.23254391025687,8.895980109871736e-73
PL_CTDC_2,53.062388797727515,1.38202409344474e-72
PL_AAIndex1_465,52.86152578662986,2.326388382412798e-72
PL_AAIndex1_309,52.67919433530031,3.7349147397759916e-72
PL_AAIndex1_403,52.62813037061616,4.264928670603987e-72
VHSE4,52.56402795606533,5.038365972020269e-72
GFG,52.517814735941634,5.681863782416268e-72
PL_AAIndex1_358,52.19104297871253,1.3308395633607106e-71
PL_AAIndex1_46,52.11385996166674,1.6276724504050987e-71
PL_AAIndex1_194,52.103119793305424,1.6739354692048413e-71
PL_CTDT_26,52.08619652939108,1.7495229918022277e-71
VSTPV5,51.94928774722456,2.501404168865997e-71
PL_AAIndex1_462,51.67310719586897,5.150926457542648e-71
PL_CTDT_9,51.61331010014304,6.0241160320892115e-71
PL_AAIndex1_245,51.49772348222808,8.155290920430619e-71
PL_AAIndex1_360,51.327649893076554,1.2741105926999882e-70
PL_AAIndex1_299,51.27983644687103,1.4445320094890366e-70
MSWHIM1,50.67563604816658,7.0859721614451e-70
PL_AAIndex1_174,50.66092595948197,7.36639083107195e-70
PL_QSO_SW_1,50.58764336955725,8.938256382633758e-70
PL_AAIndex1_464,50.41110776893263,1.4249382705222975e-69
PL_AAIndex1_244,50.35326959207188,1.6604084341760256e-69
PL_AAIndex1_95,50.27081305444185,2.0651691506859615e-69
PL_APAAC_22,50.261455949957565,2.116949665066403e-69
PL_AAIndex1_151,50.19542241825137,2.52133433478456e-69
PL_AAIndex1_327,50.05920368871115,3.617142460562041e-69
PL_AAIndex1_331,49.92463996218664,5.168425906571879e-69
PL_AAIndex1_234,49.70708234617356,9.210550776640104e-69
PL_CTDD_145,49.649575633629574,1.073206791518452e-68
PL_CTDD_115,49.649575633629574,1.073206791518452e-68
PL_CTDD_190,49.649575633629574,1.073206791518452e-68
PL_CTDD_165,49.649575633629574,1.073206791518452e-68
PL_CTDD_155,49.649575633629574,1.073206791518452e-68
PL_CTDD_95,49.649575633629574,1.073206791518452e-68
PL_CTDD_5,49.649575633629574,1.073206791518452e-68
PL_CTDD_20,49.649575633629574,1.073206791518452e-68
PL_CTDD_55,49.649575633629574,1.073206791518452e-68
PL_AAIndex1_173,49.608738327161845,1.1963341496018473e-68
PL_AAIndex1_339,49.394550322288886,2.1158965704184652e-68
PL_AAIndex1_362,49.271623697209165,2.9363417339690177e-68
VSTPV3,49.181333075546654,3.736134445318352e-68
PL_AAIndex1_293,49.13413713698445,4.2377525249521095e-68
PL_QSO_SW_9,48.80735798225983,1.0151104289444888e-67
PL_AAIndex1_200,48.74313779806292,1.2055459445015597e-67
PL_QSO_Grantham_2,48.740276966986414,1.2148173816446445e-67
PL_AAIndex1_288,48.52075717648713,2.1879637597186142e-67
PL_CTDD_85,48.52062853273958,2.1887189521836612e-67
PL_CTDD_40,48.52062853273958,2.1887189521836612e-67
PL_CTDD_120,48.52062853273958,2.1887189521836612e-67
PL_CTDD_70,48.52062853273958,2.1887189521836612e-67
PL_AAIndex1_164,48.47057565980246,2.503310095563483e-67
ST5,48.0997290573716,6.782001833169605e-67
PL_AAIndex1_357,48.035583230114334,8.060363615186254e-67
D,48.0251049170343,8.291040407313814e-67
PL_CTDT_10,47.9883323320795,9.154245459000814e-67
HFD,47.815286754310435,1.4594967936186732e-66
PL_AAIndex1_356,47.79186845994753,1.5546746097760056e-66
ST2,47.43454739504659,4.0821996621301503e-66
PL_AAIndex1_1,47.41252188634685,4.332871964900021e-66
PL_AAIndex1_256,47.292508759108756,5.996238542826057e-66
PL_AAIndex1_72,47.29230765471685,5.999505527642399e-66
PL_AAIndex1_131,47.207128798208906,7.556900828486277e-66
PL_AAIndex1_84,47.113627889680856,9.73737040048455e-66
PL_AAIndex1_390,47.08644132716805,1.0482605799911614e-65
PL_CTDC_20,46.773743860200454,2.450986017326303e-65
PL_AAIndex1_60,46.65097202163776,3.423076286226828e-65
PL_AAIndex1_52,46.45696001393422,5.807128858536072e-65
PL_AAIndex1_359,46.32119797931565,8.410027210803069e-65
Z2,46.163770736588916,1.2927551235071369e-64
PL_AAIndex1_109,45.93635182837911,2.408025540106601e-64
SVGER9,45.8280415141811,3.2395994057254884e-64
BLOSUM2,45.7894248421479,3.601230120939948e-64
PL_AAIndex1_50,45.50898943607274,7.773806466950199e-64
PL_AAIndex1_382,45.40004991342395,1.048704936436247e-63
PL_AAIndex1_103,45.29971081976481,1.3819999330875826e-63
PL_CKSAAP_140,45.26943772108313,1.5020622864225747e-63
PL_AAIndex1_371,45.24865137418329,1.590505324624234e-63
PL_AAIndex1_248,45.196636242205024,1.8353969772325037e-63
SV2,44.894156701434575,4.225894175115979e-63
PL_AAIndex1_69,44.536395914258634,1.1361395725834053e-62
PL_AAIndex1_231,44.43273938327171,1.513935336709719e-62
VHSE6,44.416513508256095,1.5835537003773724e-62
PL_CTDD_15,44.26828378749818,2.3884885402244625e-62
PL_CTDT_2,44.16158416527505,3.2117115628325656e-62
PL_QSO_SW_3,44.039018378404144,4.514509528653288e-62
F6,43.992619165250275,5.136042433473444e-62
PL_AAIndex1_161,43.93405923345739,6.044468842472933e-62
PL_PAAC_20,43.890962592707304,6.8144711361546145e-62
ProtFP4,43.884562059764306,6.936933151656239e-62
PL_AAIndex1_254,43.800707190026685,8.760864040829894e-62
PL_AAIndex1_36,43.697610713905505,1.1675700772726136e-61
PL_AAIndex1_289,43.502183998835754,2.013785517409046e-61
PL_AAIndex1_307,43.259321746731835,3.969397018257205e-61
PL_APAAC_21,42.43886442568654,3.968540573966401e-60
PL_AAIndex1_221,42.37801893923291,4.710308444347338e-60
PL_AAIndex1_397,42.285109313339255,6.120059088415847e-60
PL_AAIndex1_335,42.089078455639005,1.0640137446057746e-59
PL_QSO_Grantham_1,42.043785357691526,1.2092001045559217e-59
PL_AAIndex1_374,42.00257039913947,1.3585172536878836e-59
PL_AAIndex1_352,41.99114143111952,1.403105928172822e-59
PL_AAIndex1_6,41.84292096658086,2.1335389853149213e-59
PL_AAIndex1_304,41.57809623472391,4.51694468744815e-59
ProtFP2,41.50097930351154,5.621261384150416e-59
PL_CTDT_16,41.43204480863394,6.835883860828686e-59
PL_CTDT_25,41.33708263032175,8.951848414179576e-59
PL_AAIndex1_421,41.09430453179038,1.7854496734582946e-58
SV3,41.06053324301016,1.9656351083229552e-58
PL_CTDC_5,40.884352988309885,3.247296436800488e-58
PL_AAIndex1_219,40.75994011255212,4.630946226441778e-58
PL_AAIndex1_106,40.608698207024744,7.132975248551103e-58
PP2,40.59813585774315,7.351585155296588e-58
KF3,40.29809492481987,1.7349041066968705e-57
PL_QSO_SW_5,40.18520915318082,2.3977814930030826e-57
PL_AAIndex1_290,40.070444282054865,3.332859390132526e-57
F.1,39.95434886080268,4.6517887142660246e-57
Aromaticity,39.95434886080267,4.651788714266289e-57
PL_AAIndex1_45,39.91472606591395,5.212814236031217e-57
PL_AAIndex1_500,39.889405379427075,5.606384211329292e-57
PL_AAIndex1_226,39.86261348308518,6.055323179953713e-57
PL_AAIndex1_541,39.819326401575935,6.858112528771984e-57
PL_AAIndex1_457,39.77990008325818,7.681861015929354e-57
PL_AAIndex1_213,39.61703356623883,1.2278139964824766e-56
PL_AAIndex1_157,39.36574383743993,2.5346086203805073e-56
PL_AAIndex1_333,39.18226311018324,4.306871207381233e-56
PL_QSO_Grantham_4,39.06127198881906,6.112035262024312e-56
VHSE2,38.86368711414911,1.0833706720393896e-55
PL_AAIndex1_420,38.63390306075005,2.1105364508921057e-55
PL_ATC_atoms_0,38.59485179283682,2.3641083407168285e-55
PL_AAIndex1_80,38.577571120022064,2.485862306927402e-55
PL_AAIndex1_145,38.552788925491775,2.671528413496499e-55
PL_AAIndex1_196,38.52096187520493,2.930520411562283e-55
PL_AAIndex1_268,38.43779821220425,3.732482078041378e-55
PL_AAIndex1_195,38.388023872642385,4.3142751726918566e-55
C,38.2535840499481,6.382011050612175e-55
PL_AAIndex1_227,38.081209177725626,1.0550407334868683e-54
PL_AAIndex1_294,37.7968840293807,2.421317582700223e-54
PL_AAIndex1_398,37.699762469105956,3.217262500065343e-54
PL_AAIndex1_439,37.64549338287059,3.7713980455954556e-54
PL_AAIndex1_27,37.63482187601444,3.891144693679029e-54
PL_AAIndex1_536,37.61031967916401,4.1807164682854766e-54
IsoelectricPoint,37.48042378105361,6.11814440293606e-54
PL_AAIndex1_406,37.11606332006103,1.7842014366676917e-53
PL_AAIndex1_291,37.02428958547336,2.3374699363635706e-53
T2,36.73024841149251,5.561461588912961e-53
PL_AAIndex1_370,36.4851843047155,1.147205219849939e-52
PL_CTDD_90,36.42050162622855,1.3891413295831859e-52
PL_AAIndex1_336,36.38147693133028,1.5592216960538305e-52
PL_AAIndex1_0,36.33472888216975,1.790681869647431e-52
PL_APAAC_25,36.17422710091205,2.8812341562208867e-52
PL_CKSAAP_7,36.073989534152744,3.879025564732996e-52
GG.1,36.03229542914107,4.39008236656678e-52
PL_AAIndex1_440,36.02579964946516,4.475570647932805e-52
G.1,35.87123251860916,7.08410490061488e-52
PL_CKSAAP_205,35.84828848828646,7.584232797454073e-52
GGD,35.76764319138707,9.640313497065878e-52
G,35.634392999335994,1.433450191588943e-51
PL_AAIndex1_132,35.57097911693784,1.7315876328725935e-51
PL_AAIndex1_329,35.50381801192029,2.115453740883824e-51
PL_AAIndex1_82,35.37966602513141,3.063963975420796e-51
PL_AAIndex1_496,35.3681387260559,3.17124417370621e-51
DGG,35.360594065102326,3.2434910532749644e-51
SVGER7,35.27396378170536,4.201355359194582e-51
PL_CKSAAP_107,35.24423991807395,4.591622721836821e-51
PL_AAIndex1_301,35.2365668261357,4.6981427716937743e-51
F,35.214772941774875,5.014402299770988e-51
PL_AAIndex1_414,35.16389277633473,5.838381818657405e-51
E2,35.15724871542717,5.955560211431086e-51
PL_AAIndex1_267,35.13474777143833,6.370202456206745e-51
PL_AAIndex1_346,35.080723795603234,7.487859721043536e-51
PL_AAIndex1_393,34.86945738929853,1.4099668284695083e-50
PL_APAAC_5,34.78015113677846,1.8430707377535345e-50
PL_PAAC_21,34.71223080418515,2.2598326392898835e-50
PL_QSO_SW_17,34.60310724842662,3.136361629338536e-50
PL_AAIndex1_392,34.49209332256824,4.379026873483508e-50
PL_CKSAAP_143,34.48395588473237,4.48753754267746e-50
PL_CTDT_0,34.39092086623569,5.937428342365653e-50
PL_AAIndex1_23,34.37674321537832,6.196351457823612e-50
PL_AAIndex1_535,34.35250408184178,6.665527910577054e-50
PL_PAAC_5,34.28561348308376,8.153500322518767e-50
PRIN2,34.23797240174752,9.412411349868284e-50
PL_AAIndex1_48,34.071420875551404,1.5555974785071661e-49
PL_Geary_0,33.88761020450244,2.710595151489089e-49
PL_AAIndex1_270,33.88695945105127,2.7159335866714885e-49
PL_Moran_0,33.85705822763028,2.9729447935204493e-49
GDG,33.834302450559036,3.1847659876058707e-49
PL_AAIndex1_16,33.75848970710036,4.0059242237922456e-49
PL_CTDD_0,33.74366716480175,4.189753892138344e-49
PL_QSO_Grantham_5,33.71091064920537,4.6265699972378816e-49
PL_AAIndex1_311,33.649449450863116,5.573208534163896e-49
FFG,33.29468188849893,1.63530521180483e-48
PL_APAAC_7,33.25526067894345,1.8434597888244004e-48
ST4,33.213272996134975,2.094476625092333e-48
PL_CTDC_34,33.16983547557318,2.3903020021382898e-48
PL_AAIndex1_153,33.07613634606182,3.179026135036849e-48
SVGER1,33.06073087441705,3.331692424132853e-48
PL_AAIndex1_215,32.990542383701424,4.125816327890434e-48
PL_CKSAAP_114,32.96450737950666,4.46645621688442e-48
DF.1,32.912097228546166,5.240140519784243e-48
PL_AAIndex1_302,32.89123237246767,5.584344910662025e-48
PL_CKSAAP_52,32.890381729984966,5.598849096370343e-48
PL_AAIndex1_544,32.796365709067345,7.458600649623712e-48
PL_AAIndex1_77,32.72880089592854,9.167138018423186e-48
PL_AAIndex1_292,32.660815673318574,1.12828820330692e-47
PL_AAIndex1_543,32.64421994081818,1.1869795432835643e-47
SVGER10,32.61819965520577,1.285225978853618e-47
PL_PAAC_7,32.556385481284025,1.552584774273322e-47
PL_CTDT_30,32.54161749187589,1.6243157963818624e-47
PL_CKSAAP_111,32.5366199238679,1.6493351085588526e-47
PL_AAIndex1_551,32.29708944713438,3.434156127183927e-47
PL_CKSAAP_345,32.24895677564394,3.980180817867951e-47
PL_AAIndex1_4,32.185423720826535,4.836486377627288e-47
PL_AAIndex1_546,32.17213173790444,5.037800737671718e-47
SV1,32.06207078599554,7.062697199069896e-47
PL_CTDT_6,31.975810827572378,9.20591172876644e-47
PL_CKSAAP_5,31.78769018921506,1.6419968342213714e-46
PL_AAIndex1_345,31.78396973833565,1.6609114657937316e-46
PL_AAIndex1_97,31.731000372635975,1.9551621450347743e-46
F4,31.598829153720683,2.9381742862752816e-46
PL_APAAC_0,31.522643335126222,3.716503784752898e-46
PL_AAIndex1_158,31.391756829333627,5.567041754831605e-46
PL_AAIndex1_347,31.350023804234514,6.333167875197157e-46
PL_AAIndex1_545,31.203569800046683,9.960702003281173e-46
PL_QSO_SW_21,31.152867690423022,1.1652911649523754e-45
PL_AAIndex1_228,31.119455145139373,1.2922836000183285e-45
PL_PAAC_0,31.021294316487534,1.751502888770593e-45
PL_AAIndex1_350,30.997976318242287,1.8827662637146382e-45
Sheet,30.935075438999856,2.2881859662020296e-45
PL_CTDC_35,30.935075438999853,2.2881859662020296e-45
PL_AAIndex1_283,30.86407956642019,2.851946905540708e-45
PL_AAIndex1_532,30.811045057633194,3.362259802756376e-45
GGG,30.615250878618138,6.177945387837718e-45
PL_CTDD_160,30.529053295053842,8.078020417457585e-45
PL_AAIndex1_534,30.46947849453611,9.724043710968687e-45
PL_QSO_SW_0,30.364367169468945,1.3491287453762164e-44
PL_CKSAAP_0,30.335258299672564,1.4772640004184991e-44
PL_CTDC_4,30.31546095496921,1.5713158767695378e-44
PL_QSO_SW_2,30.24705451444742,1.9450041580303272e-44
PL_AAIndex1_43,30.137618577589926,2.7369499777973417e-44
PL_AAIndex1_272,30.13551446459562,2.7549928816477385e-44
PL_CTDT_14,30.125907930277823,2.8388969657680734e-44
PL_CKSAAP_287,30.056817248685824,3.522799959082271e-44
SGG,30.02844107243509,3.8494926261989937e-44
PL_CTDC_18,30.016081899315093,4.0011220264762573e-44
PL_CKSAAP_60,29.99916256008146,4.21845789136176e-44
FG,29.96310746896447,4.72191460759149e-44
PL_AAIndex1_548,29.911030097400296,5.55736099650794e-44
VSTPV1,29.869452377138714,6.32962002280854e-44
PL_AAIndex1_117,29.819190631113056,7.408266133687558e-44
PL_CKSAAP_47,29.761588322103343,8.873050292446882e-44
PL_QSO_SW_7,29.703512713790513,1.0644197086531352e-43
PL_AAIndex1_492,29.689198668233765,1.1132692898888527e-43
PL_CKSAAP_336,29.682630921194114,1.1364293852804868e-43
PL_CKSAAP_109,29.605958350563753,1.445349148186851e-43
PL_CKSAAP_145,29.58558859297493,1.5407376885394747e-43
T1,29.558271010328657,1.6786475138629569e-43
PL_AAIndex1_255,29.5464583394185,1.7420539550183563e-43
PL_CKSAAP_165,29.409819428419166,2.675699363449448e-43
PL_AAIndex1_472,29.37055581244257,3.0271504147290508e-43
PL_AAIndex1_104,29.31893443407902,3.5606355361082487e-43
PL_AAIndex1_533,29.22638248098136,4.764252438389586e-43
CW,29.222942826594803,4.816114832720812e-43
PL_AAIndex1_538,29.09313225999671,7.24858610555526e-43
PL_AAIndex1_176,29.02317506554411,9.037014675572202e-43
PL_CKSAAP_260,28.994510476126436,9.891993235436235e-43
PL_AAIndex1_271,28.93377007342512,1.198135394665727e-42
PL_AAIndex1_531,28.895201185529345,1.3532345816955444e-42
PL_AAIndex1_537,28.71394119330173,2.399211287990262e-42
PL_AAIndex1_21,28.669800168524667,2.758615868837083e-42
PL_AAIndex1_470,28.585807965125976,3.598401693843861e-42
PL_AAIndex1_385,28.572175823520833,3.7570789716154387e-42
PL_AAIndex1_83,28.52837585311957,4.315976810131331e-42
PL_AAIndex1_47,28.527089881482794,4.3335895366061134e-42
PL_AAIndex1_71,28.471277435930308,5.171648766491486e-42
PL_AAIndex1_156,28.422198337750505,6.041964187904916e-42
PL_AAIndex1_154,28.365246066847963,7.237685349849005e-42
PL_AAIndex1_237,28.361150321061203,7.332311746167067e-42
KF2,28.2749577034086,9.638380755869943e-42
PL_CKSAAP_21,28.26589049260058,9.919797765985093e-42
PL_AAIndex1_434,28.231112388447357,1.1077762532928914e-41
VSTPV4,28.213836059657257,1.170244680473481e-41
PL_CKSAAP_9,28.148014672318915,1.4423794264245641e-41
PL_AAIndex1_453,28.103182950304525,1.6632454372540495e-41
PL_AAIndex1_87,28.040710711327787,2.0287153435370508e-41
H.1,28.04071071132775,2.0287153435373103e-41
PL_AAIndex1_419,28.033793970258138,2.0738387886486197e-41
PL_CTDD_151,28.032018157724313,2.0855853190684378e-41
PL_AAIndex1_124,27.97504266759029,2.500055550478464e-41
PL_CKSAAP_100,27.95134191767658,2.6959261379464313e-41
ST1,27.880016667679822,3.38323533045592e-41
PL_CKSAAP_343,27.847419915686043,3.753405766133393e-41
PL_MoreauBroto_0,27.807963712812363,4.2562309816067493e-41
LC,27.800063537094694,4.364753821053812e-41
VHSE3,27.685011426351085,6.299239673766451e-41
PL_CKSAAP_285,27.524904059639873,1.0502144667652812e-40
PL_CKSAAP_108,27.473566473608525,1.237439075408338e-40
PL_CKSAAP_185,27.426409649190404,1.4387849184698202e-40
PL_SOCN_SW_2,27.41576423683349,1.48860543859079e-40
PL_CKSAAP_117,27.377521799821395,1.6822860087378978e-40
PL_AAIndex1_155,27.268204157561943,2.3869565266362922e-40
PL_CKSAAP_16,27.241883927152443,2.5968671516114525e-40
PL_AAIndex1_547,27.215295666953015,2.82771931819245e-40
FD.1,27.166849294262178,3.302566387628364e-40
PL_CKSAAP_357,27.138075006783026,3.6216443422041454e-40
PL_CKSAAP_348,27.125415137394985,3.771652995918102e-40
F3,27.10960862423164,3.967723300838861e-40
PL_AAIndex1_487,27.105463920660565,4.020806200252791e-40
PL_PAAC_22,27.036306038959914,5.0193888697680465e-40
PL_AAIndex1_236,26.9999012054553,5.6413969751513255e-40
PL_CTDT_11,26.95793441137503,6.454967257621688e-40
PL_AAIndex1_62,26.942238743137118,6.788619390733175e-40
PL_APAAC_14,26.901610773125874,7.734828031543874e-40
PL_APAAC_18,26.893354783067803,7.942712680923762e-40
Z4,26.723326127407443,1.3720399514656598e-39
PL_CKSAAP_116,26.695861981609205,1.4988082018331196e-39
PL_PAAC_18,26.575106438555256,2.2110757938734912e-39
PL_AAIndex1_79,26.559152860884907,2.327692335412387e-39
PL_SOCN_SW_1,26.53174022152203,2.542659042130298e-39
PL_CKSAAP_280,26.37327646680657,4.2386820953800867e-39
DS.1,26.360161448606597,4.421946091808307e-39
PL_PAAC_14,26.357200355926093,4.464410666919227e-39
PL_CKSAAP_216,26.27828715860947,5.759966945552027e-39
PL_AAIndex1_323,26.27637343153341,5.795680860391192e-39
PL_APAAC_17,26.27155408268002,5.886606182526251e-39
PL_CKSAAP_149,26.24343238323436,6.446432480275897e-39
PL_ATC_atoms_4,26.23573272458171,6.608816286546917e-39
PL_AAIndex1_116,26.232976158241666,6.667943321107024e-39
PL_AAIndex1_340,26.212274987938343,7.129257856114574e-39
PL_SOCN_SW_0,26.092066228573408,1.0516035445216917e-38
PL_APAAC_2,25.900251776690663,1.9569698175842175e-38
PL_CKSAAP_148,25.856107734337034,2.2580025863405172e-38
PL_AAIndex1_473,25.84849062489798,2.3144577664986637e-38
